protein accession	superkingdom	phylum	class	order	family	species	genus	taxid
MSW51085.1	Bacteria	Actinobacteria	Actinomycetia			Actinobacteria bacterium		1883427.0
MBM4255411.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
NOS80076.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp.	Nitrospira	70125.0
MSQ67460.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
NBY21532.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBE7526211.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Burkholderiales bacterium		1891238.0
MBA3720738.1	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioidaceae bacterium		1871072.0
HBC58229.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MSR17129.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBI3248452.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBM4208052.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBM3624236.1	Bacteria	Proteobacteria	Alphaproteobacteria			Alphaproteobacteria bacterium		1913988.0
MBM4139746.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp.	Nitrospira	70125.0
NGZ96575.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp. WS110	Nitrospira	2039811.0
MBM4258658.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBI2964566.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MAZ89983.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae bacterium		2026723.0
HIG78366.1	Bacteria	Proteobacteria	Candidatus Lambdaproteobacteria			Candidatus Lambdaproteobacteria bacterium		2035771.0
HBC57620.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
NOS74519.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus sp.	Methyloglobulus	2518622.0
NOT83305.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBE9539294.1	Bacteria	Proteobacteria				Proteobacteria bacterium		1977087.0
MBV1932527.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
NOU45133.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus sp.	Methyloglobulus	2518622.0
MBI1867602.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis sp.	Methylocystis	1911079.0
MBQ0724045.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
HIG39217.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
HFM62675.1	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales		Nitrososphaerales archaeon		2268197.0
MBS4051390.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas sp.	Methylomonas	418.0
NOT10713.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
NNL84389.1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales		Myxococcales bacterium		2026763.0
NOS87497.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBA3493993.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBH2043671.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae bacterium		1871071.0
HIE55029.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatiaceae bacterium		2049432.0
NOT24233.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae bacterium		2026770.0
MBL4767562.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae bacterium		1904441.0
MBM4258660.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBI3304299.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
HIN90265.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
MBI2802102.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBI5862365.1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales		Rhodocyclales bacterium		2072421.0
MBV1871991.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBK8133018.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBF6567560.1	Bacteria	Candidatus Binatota	Candidatus Binatia	Candidatus Binatales	Candidatus Binataceae	Candidatus Binataceae bacterium		2785449.0
MBI5862363.1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales		Rhodocyclales bacterium		2072421.0
NDG14245.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
HIE90049.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBE9539296.1	Bacteria	Proteobacteria				Proteobacteria bacterium		1977087.0
HFD13352.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenotrichaceae bacterium		2268193.0
HCU95584.1	Bacteria	Actinobacteria	Actinomycetia			Actinobacteria bacterium		1883427.0
MBR2537333.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium sp.	Hyphomicrobium	82.0
MBT3812957.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBF6558798.1	Bacteria	Candidatus Binatota	Candidatus Binatia	Candidatus Binatales	Candidatus Binataceae	Candidatus Binataceae bacterium		2785449.0
MBA4115726.1	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter sp.	Rubrobacter	2036010.0
MAV31088.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
HIN90266.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
MBL4607471.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MBM4208054.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBI3798512.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBT5955369.1	Bacteria	Candidatus Marinimicrobia				Candidatus Marinimicrobia bacterium		2026760.0
MAY26628.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Polycyclovorans sp.	Polycyclovorans	2024852.0
NJN71138.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp.	Nitrospira	70125.0
MBV1870185.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
NBV75309.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
NOR69176.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomarinum sp.	Methylomarinum	2685872.0
MBV1884675.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBT3888937.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonadaceae bacterium		2026767.0
NDB69510.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystaceae bacterium		2052174.0
MBQ0798662.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
NOU12909.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBM4227398.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
HBD13431.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
NNJ12723.1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales		Chloroflexales bacterium ZM16-3		2496870.0
HBD13430.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
MBL4743926.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
HIG39216.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
NOT53028.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBM3395801.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
NQV20258.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		Rhodospirillales bacterium		2026786.0
MBT5955371.1	Bacteria	Candidatus Marinimicrobia				Candidatus Marinimicrobia bacterium		2026760.0
MBA2483950.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas sp.	Nitrosomonas	42353.0
MBV1882818.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MBP0133128.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira sp.	Nitrosospira	38080.0
NMJ86347.1	Archaea	Thaumarchaeota				Thaumarchaeota archaeon		2026795.0
MBM3564300.1	Bacteria	Proteobacteria	Alphaproteobacteria			Alphaproteobacteria bacterium		1913988.0
MBA3742188.1	Bacteria	Actinobacteria	Actinomycetia	Sporichthyales	Sporichthyaceae	Sporichthya sp.	Sporichthya	65475.0
MBT3888935.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonadaceae bacterium		2026767.0
MBT35705.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		Rickettsiales bacterium		2026788.0
MBA2517833.1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales		Solirubrobacterales bacterium		1909295.0
NQY87645.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia sp.	Colwellia	56799.0
MBL4865712.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
NTV37833.1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales		Anaerolineales bacterium		2073117.0
MBJ7598169.1	Bacteria	Candidatus Dormibacteraeota				Candidatus Dormibacteraeota bacterium		2052315.0
MBI3799483.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBL4607806.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MBI3798511.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBV1882819.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
NBX61015.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
NOT10712.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBI5257617.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Burkholderiales bacterium		1891238.0
MBH2043673.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae bacterium		1871071.0
MVF22130.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum sp. BRCS4	Methylocaldum	2510798.0
MBT35706.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		Rickettsiales bacterium		2026788.0
MBT9599056.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla sp.	Vitreoscilla	60.0
NOT67204.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilaceae bacterium		2030816.0
HIF08395.1	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales		Sneathiellales bacterium		2528251.0
HIF17791.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
MBO0768776.1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales		Solirubrobacterales bacterium		1909295.0
MBL4607145.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MAY26630.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Polycyclovorans sp.	Polycyclovorans	2024852.0
MBK6618254.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas sp.	Nitrosomonas	42353.0
HEI01474.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillaceae bacterium		2003592.0
MBQ0798661.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
HBC58428.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
HBD13432.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
MBH0200604.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp.	Nitrospira	70125.0
MBM4128139.1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira sp.	Nitrospira	70125.0
WP_005370916.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		Methylomicrobium	39773.0
MBA0015234.1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira sp.	Nitrosospira	38080.0
HCO59450.1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccaceae bacterium		2026782.0
MBV1884354.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MBF6558800.1	Bacteria	Candidatus Binatota	Candidatus Binatia	Candidatus Binatales	Candidatus Binataceae	Candidatus Binataceae bacterium		2785449.0
HEB78324.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylothermaceae	Methylothermaceae bacterium		2268196.0
HFD87658.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBM3395800.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
WP_011330982.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus oceani	Nitrosococcus	1229.0
HBC58676.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
HIF17470.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
MBI1867603.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis sp.	Methylocystis	1911079.0
MBI1868870.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis sp.	Methylocystis	1911079.0
HBC58427.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBM4227399.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBQ0724044.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
MBB4370585.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium sp. cir1	Bradyrhizobium	1445730.0
MBV1869671.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBS1691510.1	Bacteria	Actinobacteria	Actinomycetia			Actinobacteria bacterium		1883427.0
MBA2349234.1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales		Solirubrobacterales bacterium		1909295.0
MBL6750318.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Nevskia sp.	Nevskia	1929292.0
MBO0732862.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa sp.	Methylocapsa	2004513.0
NNL85992.1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales		Myxococcales bacterium		2026763.0
MBO0732861.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa sp.	Methylocapsa	2004513.0
MVT64610.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium pachyrhizi	Bradyrhizobium	280333.0
MBL4865713.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
NWF74230.1	Bacteria	Nitrospirae				Nitrospirae bacterium		2026887.0
NDE33303.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBM3395802.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
NMM29078.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas sp.	Glaciimonas	2021635.0
HBC55718.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBM3552476.1	Bacteria	Proteobacteria	Alphaproteobacteria			Alphaproteobacteria bacterium		1913988.0
MBI2803265.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBL4868813.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
HIG91657.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MBI3248455.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBV1871176.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBA2765025.1	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilaceae bacterium		2732252.0
NOT84226.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
NDG14247.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
MBN2053959.1	Bacteria	candidate division CSSED10-310				candidate division CSSED10-310 bacterium		2855610.0
MBL4868656.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MBK9428810.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBV1884355.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales		Pseudomonadales bacterium		1891229.0
MSQ67458.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBT9599055.1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla sp.	Vitreoscilla	60.0
MAY26629.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Polycyclovorans sp.	Polycyclovorans	2024852.0
NOT10711.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcaceae bacterium		1933926.0
MAV31089.1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus sp.	Cycloclasticus	2024830.0
MBM4258659.1	Bacteria	Proteobacteria	Deltaproteobacteria			Deltaproteobacteria bacterium		2026735.0
MBA3495334.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
NBX61014.1	Bacteria	Proteobacteria	Betaproteobacteria			Betaproteobacteria bacterium		1891241.0
HIG39218.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
MBV1873759.1	Bacteria	Proteobacteria	Gammaproteobacteria			Gammaproteobacteria bacterium		1913989.0
